DATA OF SHELL PLATING WITH RESPECT TO GLOBAL STRENGTH (INERTIA AROUND CENTROID) Group 22; Version 21.0
Mean shell thickness [mm],20
Number of rows, 22
X [m],OUTLINE LENGTH [m],CROSS SECTION AREA OF SHELL PLATING [m2],CENTROID_X[m],CENTROID_Y[m],CENTROID_Z[m],INERTIA_X[m4],INERTIA_Y[m4],INERTIA_Z[m4],Z_Keel[m],Z_DECK[m],
-5.9594,29.9562,0.5991,-5.9594, 0, 7.3145,11.6355, 1.8614, 9.7741,4.7938,8.98
-1.1975,35.4487,0.709,-1.1975, 0, 6.5465,19.5788, 4.3245, 15.2543,3.1095,8.98
3.5644,40.0401,0.8008,3.5644, -0.0001, 5.9308,28.4642, 7.2954, 21.1688,1.7845,8.98
8.3263,43.4324,0.8688,8.3263, 0, 5.4839,36.5056, 10.1047, 26.4009,0.8301,8.98
13.0882,45.5211,0.9106,13.0882, 0.0002, 5.2113,42.1308, 12.1186, 30.0121,0.2492,8.98
17.8501,46.3582,0.9273,17.8501, 0, 5.1024,44.5355, 12.9902, 31.5453,0.0175,8.98
22.612,46.4214,0.9286,22.612, 0, 5.0942,44.7216, 13.0577, 31.6639,0,8.98
27.3739,46.4214,0.9286,27.3739, 0, 5.0942,44.7216, 13.0577, 31.6639,0,8.98
32.1358,46.4214,0.9286,32.1358, 0, 5.0942,44.7216, 13.0577, 31.6639,0,8.98
36.8977,46.4214,0.9286,36.8977, 0, 5.0942,44.7216, 13.0577, 31.6639,0,8.98
41.6596,46.4214,0.9286,41.6596, 0, 5.0942,44.7216, 13.0577, 31.6639,0,8.98
46.4215,46.4214,0.9286,46.4215, 0, 5.0942,44.7216, 13.0577, 31.6639,0,8.98
51.1834,46.4214,0.9286,51.1834, 0, 5.0942,44.7216, 13.0577, 31.6639,0,8.98
55.9453,46.4049,0.9283,55.9453, 0.0001, 5.0948,44.6718, 13.0503, 31.6215,0.0001,8.98
60.7072,46.2816,0.9258,60.7072, 0, 5.1003,44.2937, 12.993, 31.3008,0.0004,8.98
65.4692,45.9296,0.9187,65.4692, 0.0001, 5.1167,43.2198, 12.8297, 30.3901,0.0014,8.98
70.2311,44.9967,0.8999,70.2311, 0, 5.165,40.4091, 12.3956, 28.0135,0.003,8.98
74.993,41.9694,0.8394,74.993, 0.0001, 5.263,32.354, 11.1142, 21.2398,0.0021,8.98
79.7549,36.5939,0.7319,79.7549, 0, 5.3653,21.0906, 8.9731, 12.1174,0.0004,8.98
84.5168,30.32,0.6064,84.5168, -0.0001, 5.468,11.6539, 6.5156, 5.1383,0.0002,8.98
89.2787,22.2165,0.4443,89.2787, 0, 5.8869,4.2956, 3.1806, 1.115,0.977,8.98
94.0406,0,0,94.0406, 0, 8.98,0, 0, 0,8.98,8.98
